region_id,month,native_cell_count,longitude_mean,latitude_mean,region_lon_index,region_lat_index,small_region_lt_4_cells,dominant_monthly_component,dominant_monthly_component_label,month_name,regional_loading_mm,normalized_seasonal_profile,dominant_monthly_contribution_mm,reconstructed_total_mm,dominant_monthly_component_fraction
MYS_03_26,1,1,112.75,2.25,26,3,True,K4_C1,January eastern mode,Jan,1385.2337814113705,0.3142285883169263,435.2800556218126,477.921146481813,0.9107779783884848
MYS_03_26,2,1,112.75,2.25,26,3,True,K4_C1,January eastern mode,Feb,1385.2337814113705,0.2053666456716191,284.480815159466,356.7311603498429,0.7974655616865045
MYS_03_26,3,1,112.75,2.25,26,3,True,K4_C1,January eastern mode,Mar,1385.2337814113705,0.1312479940516269,181.8091551027922,380.3334691372696,0.47802565342250697
MYS_03_26,4,1,112.75,2.25,26,3,True,K4_C2,May–June southwest mode,Apr,1202.817153728768,0.1771518265910075,213.08125583804792,322.62936128769763,0.6604521516193853
MYS_03_26,5,1,112.75,2.25,26,3,True,K4_C3,April–October mode,May,1154.8098041832409,0.1287233906059157,148.65103349942035,302.4540246570762,0.4914830730652752
MYS_03_26,6,1,112.75,2.25,26,3,True,K4_C3,April–October mode,Jun,1154.8098041832409,0.1188687959736476,137.2708510018256,243.43707055183378,0.5638863903950785
MYS_03_26,7,1,112.75,2.25,26,3,True,K4_C3,April–October mode,Jul,1154.8098041832409,0.1056946639096819,122.05723413275321,232.33921856536276,0.5253406415258968
MYS_03_26,8,1,112.75,2.25,26,3,True,K4_C3,April–October mode,Aug,1154.8098041832409,0.1309179607663566,151.18534463666546,276.18161724956263,0.5474127718647244
MYS_03_26,9,1,112.75,2.25,26,3,True,K4_C3,April–October mode,Sep,1154.8098041832409,0.1376209669856309,158.92604193618467,281.8083311009005,0.5639508289741859
MYS_03_26,10,1,112.75,2.25,26,3,True,K4_C3,April–October mode,Oct,1154.8098041832409,0.1386202479765914,160.0800214216798,355.05442262166724,0.45086051946536404
MYS_03_26,11,1,112.75,2.25,26,3,True,K4_C2,May–June southwest mode,Nov,1202.817153728768,0.1258092686029743,151.32554637372763,372.16460733133454,0.40660918150930986
MYS_03_26,12,1,112.75,2.25,26,3,True,K4_C1,January eastern mode,Dec,1385.2337814113705,0.1648341306180569,228.33380606170672,448.07282923922116,0.509590832475588
MYS_03_27,1,1,113.25,2.25,27,3,True,K4_C1,January eastern mode,Jan,1293.3934830872497,0.3142285883169263,406.42120832881875,448.6534542681106,0.9058688938254462
MYS_03_27,2,1,113.25,2.25,27,3,True,K4_C1,January eastern mode,Feb,1293.3934830872497,0.2053666456716191,265.6198811551605,341.14396339416663,0.7786152172015905
MYS_03_27,3,1,113.25,2.25,27,3,True,K4_C2,May–June southwest mode,Mar,1252.9864086975176,0.1381761742726676,173.1328683694721,376.14528122947604,0.46028190970139654
MYS_03_27,4,1,113.25,2.25,27,3,True,K4_C2,May–June southwest mode,Apr,1252.9864086975176,0.1771518265910075,221.9688309944719,329.28737581393784,0.674088493206901
MYS_03_27,5,1,113.25,2.25,27,3,True,K4_C3,April–October mode,May,1213.4518475202046,0.1287233906059157,156.19963614981336,312.9317970702654,0.49914913604877437
MYS_03_27,6,1,113.25,2.25,27,3,True,K4_C3,April–October mode,Jun,1213.4518475202046,0.1188687959736476,144.24156008672495,249.07097518634447,0.5791183014352012
MYS_03_27,7,1,113.25,2.25,27,3,True,K4_C3,April–October mode,Jul,1213.4518475202046,0.1056946639096819,128.2553851942306,240.02588230745525,0.5343398135287136
MYS_03_27,8,1,113.25,2.25,27,3,True,K4_C3,April–October mode,Aug,1213.4518475202046,0.1309179607663566,158.86264136551307,285.860985461257,0.5557339036986
MYS_03_27,9,1,113.25,2.25,27,3,True,K4_C3,April–October mode,Sep,1213.4518475202046,0.1376209669856309,166.9964166462309,294.188774150042,0.5676505404691597
MYS_03_27,10,1,113.25,2.25,27,3,True,K4_C3,April–October mode,Oct,1213.4518475202046,0.1386202479765914,168.20899601090375,368.2102007328667,0.4568287235826416
MYS_03_27,11,1,113.25,2.25,27,3,True,K4_C2,May–June southwest mode,Nov,1252.9864086975176,0.1258092686029743,157.63730364770214,378.384063307609,0.41660661463839244
MYS_03_27,12,1,113.25,2.25,27,3,True,K4_C1,January eastern mode,Dec,1293.3934830872497,0.1648341306180569,213.1953903317473,436.1612058619664,0.48879952519027575
MYS_03_28,1,1,113.75,2.25,28,3,True,K4_C1,January eastern mode,Jan,1157.8042154831555,0.3142285883169263,363.8151841786583,399.8288927892357,0.909927198208856
MYS_03_28,2,1,113.75,2.25,28,3,True,K4_C1,January eastern mode,Feb,1157.8042154831555,0.2053666456716191,237.77436807823614,315.4776823886303,0.7536963194287922
MYS_03_28,3,1,113.75,2.25,28,3,True,K4_C2,May–June southwest mode,Mar,1323.8066066479523,0.1381761742726676,182.91853238349617,366.5047164069822,0.4990891636449659
MYS_03_28,4,1,113.75,2.25,28,3,True,K4_C2,May–June southwest mode,Apr,1323.8066066479523,0.1771518265910075,234.51475842092813,335.48514690990044,0.699031717442652
MYS_03_28,5,1,113.75,2.25,28,3,True,K4_C3,April–October mode,May,1217.925716837608,0.1287233906059157,156.7755277774773,316.88512104804084,0.494739315178227
MYS_03_28,6,1,113.75,2.25,28,3,True,K4_C3,April–October mode,Jun,1217.925716837608,0.1188687959736476,144.77336354582812,246.67992091672286,0.5868875059137968
MYS_03_28,7,1,113.75,2.25,28,3,True,K4_C3,April–October mode,Jul,1217.925716837608,0.1056946639096819,128.72824930810938,240.69370990080546,0.5348218254692272
MYS_03_28,8,1,113.75,2.25,28,3,True,K4_C3,April–October mode,Aug,1217.925716837608,0.1309179607663566,159.44835121328268,287.4005528873716,0.5547948659506176
MYS_03_28,9,1,113.75,2.25,28,3,True,K4_C3,April–October mode,Sep,1217.925716837608,0.1376209669856309,167.61211486785928,298.9887821027748,0.56059666750388
MYS_03_28,10,1,113.75,2.25,28,3,True,K4_C2,May–June southwest mode,Oct,1323.8066066479523,0.1288721738103939,170.60183510328267,372.14713057357875,0.4584257705825634
MYS_03_28,11,1,113.75,2.25,28,3,True,K4_C2,May–June southwest mode,Nov,1323.8066066479523,0.1258092686029743,166.5471409541642,369.6583946253749,0.45054337565618946
MYS_03_28,12,1,113.75,2.25,28,3,True,K4_C1,January eastern mode,Dec,1157.8042154831555,0.1648341306180569,190.84565128508737,397.67227837177165,0.47990685211070105
MYS_03_29,1,1,114.25,2.25,29,3,True,K4_C1,January eastern mode,Jan,987.5387774017418,0.3142285883169263,310.3129159311726,335.49991421702543,0.9249269605787139
MYS_03_29,2,1,114.25,2.25,29,3,True,K4_C1,January eastern mode,Feb,987.5387774017418,0.2053666456716191,202.80752618564745,281.83744712621484,0.7195904172905188
MYS_03_29,3,1,114.25,2.25,29,3,True,K4_C2,May–June southwest mode,Mar,1411.427241083389,0.1381761742726676,195.02561643712878,352.60228758577887,0.5531036618407763
MYS_03_29,4,1,114.25,2.25,29,3,True,K4_C2,May–June southwest mode,Apr,1411.427241083389,0.1771518265910075,250.03691385822867,341.39672313496527,0.7323940064866438
MYS_03_29,5,1,114.25,2.25,29,3,True,K4_C3,April–October mode,May,1179.519923399905,0.1287233906059157,151.83180382726576,315.71667682844287,0.48091157347943825
MYS_03_29,6,1,114.25,2.25,29,3,True,K4_C3,April–October mode,Jun,1179.519923399905,0.1188687959736476,140.20811312147578,237.952192358308,0.5892280786820852
MYS_03_29,7,1,114.25,2.25,29,3,True,K4_C3,April–October mode,Jul,1179.519923399905,0.1056946639096819,124.6689618785267,235.83015503487627,0.5286387648775864
MYS_03_29,8,1,114.25,2.25,29,3,True,K4_C3,April–October mode,Aug,1179.519923399905,0.1309179607663566,154.4203430548047,282.52665004728857,0.5465691219888752
MYS_03_29,9,1,114.25,2.25,29,3,True,K4_C3,April–October mode,Sep,1179.519923399905,0.1376209669856309,162.32667243711222,297.8260404298522,0.5450385473440341
MYS_03_29,10,1,114.25,2.25,29,3,True,K4_C2,May–June southwest mode,Oct,1411.427241083389,0.1288721738103939,181.89369673362322,368.8377899475201,0.49315363471704965
MYS_03_29,11,1,114.25,2.25,29,3,True,K4_C2,May–June southwest mode,Nov,1411.427241083389,0.1258092686029743,177.57062888701506,349.13827347550097,0.5085968579708726
MYS_03_29,12,1,114.25,2.25,29,3,True,K4_C1,January eastern mode,Dec,987.5387774017418,0.1648341306180569,162.7800958246349,338.1231547877223,0.48142250395963027
MYS_03_30,1,1,114.75,2.25,30,3,True,K4_C1,January eastern mode,Jan,855.4345903129828,0.3142285883169263,268.80200371151676,290.7973689875642,0.9243618834908095
MYS_03_30,2,1,114.75,2.25,30,3,True,K4_C1,January eastern mode,Feb,855.4345903129828,0.2053666456716191,175.677732404053,253.66103896322937,0.692568843532645
MYS_03_30,3,1,114.75,2.25,30,3,True,K4_C2,May–June southwest mode,Mar,1398.276498206906,0.1381761742726676,193.20849709761282,332.22609720114764,0.5815572549095502
MYS_03_30,4,1,114.75,2.25,30,3,True,K4_C2,May–June southwest mode,Apr,1398.276498206906,0.1771518265910075,247.70723573663102,332.0040332628711,0.7460970678645451
MYS_03_30,5,1,114.75,2.25,30,3,True,K4_C3,April–October mode,May,1160.2937640115392,0.1287233906059157,149.35694740246552,308.7223388390037,0.48379054124863313
MYS_03_30,6,1,114.75,2.25,30,3,True,K4_C3,April–October mode,Jun,1160.2937640115392,0.1188687959736476,137.92272270378328,229.85231828950333,0.6000493000469415
MYS_03_30,7,1,114.75,2.25,30,3,True,K4_C3,April–October mode,Jul,1160.2937640115392,0.1056946639096819,122.63685942369939,229.83495040178244,0.5335866421069279
MYS_03_30,8,1,114.75,2.25,30,3,True,K4_C3,April–October mode,Aug,1160.2937640115392,0.1309179607663566,151.9032934743109,275.8142348717466,0.5507449372398993
MYS_03_30,9,1,114.75,2.25,30,3,True,K4_C3,April–October mode,Sep,1160.2937640115392,0.1376209669856309,159.68074979066543,292.8585938404012,0.5452486392722573
MYS_03_30,10,1,114.75,2.25,30,3,True,K4_C2,May–June southwest mode,Oct,1398.276498206906,0.1288721738103939,180.1989319119093,360.9464126448123,0.4992401242930021
MYS_03_30,11,1,114.75,2.25,30,3,True,K4_C2,May–June southwest mode,Nov,1398.276498206906,0.1258092686029743,175.91614354413895,334.6359748265973,0.5256940579544555
MYS_03_30,12,1,114.75,2.25,30,3,True,K4_C1,January eastern mode,Dec,855.4345903129828,0.1648341306180569,141.0048169948542,305.5426700447287,0.46148977154062426
MYS_03_31,1,1,115.25,2.25,31,3,True,K4_C1,January eastern mode,Jan,760.9503713196691,0.3142285883169263,239.1123609590205,263.34281651285664,0.907988925330518
MYS_03_31,2,1,115.25,2.25,31,3,True,K4_C1,January eastern mode,Feb,760.9503713196691,0.2053666456716191,156.27382528049347,231.37318790298875,0.6754189052623362
MYS_03_31,3,1,115.25,2.25,31,3,True,K4_C2,May–June southwest mode,Mar,1215.85734690512,0.1381761742726676,168.00251665666514,296.86326701264636,0.5659255803093626
MYS_03_31,4,1,115.25,2.25,31,3,True,K4_C2,May–June southwest mode,Apr,1215.85734690512,0.1771518265910075,215.39134987833827,298.54931574852634,0.721459867822194
MYS_03_31,5,1,115.25,2.25,31,3,True,K4_C3,April–October mode,May,1251.6467450399214,0.1287233906059157,161.11621286239676,300.5187020305569,0.5361270755322721
MYS_03_31,6,1,115.25,2.25,31,3,True,K4_C3,April–October mode,Jun,1251.6467450399214,0.1188687959736476,148.78174156723054,229.9370122209742,0.6470543394912353
MYS_03_31,7,1,115.25,2.25,31,3,True,K4_C3,April–October mode,Jul,1251.6467450399214,0.1056946639096819,132.2923820506418,227.097278351701,0.5825361845409844
MYS_03_31,8,1,115.25,2.25,31,3,True,K4_C3,April–October mode,Aug,1251.6467450399214,0.1309179607663566,163.86303946047437,273.18559476995574,0.5998231334212927
MYS_03_31,9,1,115.25,2.25,31,3,True,K4_C3,April–October mode,Sep,1251.6467450399214,0.1376209669856309,172.2528353768114,289.4443522037287,0.5951155517989491
MYS_03_31,10,1,115.25,2.25,31,3,True,K4_C3,April–October mode,Oct,1251.6467450399214,0.1386202479765914,173.50358217652737,350.39385762804625,0.4951673050179627
MYS_03_31,11,1,115.25,2.25,31,3,True,K4_C2,May–June southwest mode,Nov,1215.85734690512,0.1258092686029743,152.96612353968595,319.3191312142761,0.4790383932149667
MYS_03_31,12,1,115.25,2.25,31,3,True,K4_C1,January eastern mode,Dec,760.9503713196691,0.1648341306180569,125.43059289996525,296.00490326016063,0.4237449836759072
MYS_04_03,1,1,101.25,2.75,3,4,True,K4_C1,January eastern mode,Jan,315.2604707815623,0.3142285883169263,99.06385268581991,162.79999885128544,0.6085003279165424
MYS_04_03,2,1,101.25,2.75,3,4,True,K4_C1,January eastern mode,Feb,315.2604707815623,0.2053666456716191,64.74398539726492,118.16719022441704,0.5479015391184853
MYS_04_03,3,1,101.25,2.75,3,4,True,K4_C2,May–June southwest mode,Mar,1070.5084539699865,0.1381761742726676,147.9187626961208,218.2390504072684,0.677783203418825
MYS_04_03,4,1,101.25,2.75,3,4,True,K4_C2,May–June southwest mode,Apr,1070.5084539699865,0.1771518265910075,189.6425280018986,228.6153352399388,0.8295267148324191
MYS_04_03,5,1,101.25,2.75,3,4,True,K4_C2,May–June southwest mode,May,1070.5084539699865,0.0994585414451646,106.47120943657298,202.8984055515781,0.5247513362519121
MYS_04_03,6,1,101.25,2.75,3,4,True,K4_C3,April–October mode,Jun,639.9853163360866,0.1188687959736476,76.0742839936846,141.73788954413033,0.5367251074385353
MYS_04_03,7,1,101.25,2.75,3,4,True,K4_C2,May–June southwest mode,Jul,1070.5084539699865,0.0631921675098908,67.64774954402561,161.14611659510373,0.41979137303071085
MYS_04_03,8,1,101.25,2.75,3,4,True,K4_C3,April–October mode,Aug,639.9853163360866,0.1309179607663566,83.7855725351321,189.4629987311243,0.44222657245088837
MYS_04_03,9,1,101.25,2.75,3,4,True,K4_C2,May–June southwest mode,Sep,1070.5084539699865,0.0911244672109195,97.54951251280016,207.5611404212975,0.46997965185004725
MYS_04_03,10,1,101.25,2.75,3,4,True,K4_C2,May–June southwest mode,Oct,1070.5084539699865,0.1288721738103939,137.95875154551615,272.7965506180469,0.5057202931377148
MYS_04_03,11,1,101.25,2.75,3,4,True,K4_C2,May–June southwest mode,Nov,1070.5084539699865,0.1258092686029743,134.67988562726478,324.3323433054094,0.4152527134811304
MYS_04_03,12,1,101.25,2.75,3,4,True,K4_C4,November northern mode,Dec,506.042708774882,0.3529067798814952,178.58590283625287,304.039930372916,0.5873764759030525
MYS_04_04,1,1,101.75,2.75,4,4,True,K4_C1,January eastern mode,Jan,335.1501504081054,0.3142285883169263,105.31375863694447,169.51350740197887,0.6212706010926128
MYS_04_04,2,1,101.75,2.75,4,4,True,K4_C1,January eastern mode,Feb,335.1501504081054,0.2053666456716191,68.82866218565123,119.79161763151257,0.5745699369163961
MYS_04_04,3,1,101.75,2.75,4,4,True,K4_C2,May–June southwest mode,Mar,972.2870167990944,0.1381761742726676,134.34690027628375,207.7449970474921,0.6466913869678942
MYS_04_04,4,1,101.75,2.75,4,4,True,K4_C2,May–June southwest mode,Apr,972.2870167990944,0.1771518265910075,172.24242099668118,212.88020107871364,0.8091049337791333
MYS_04_04,5,1,101.75,2.75,4,4,True,K4_C2,May–June southwest mode,May,972.2870167990944,0.0994585414451646,96.70224855690817,196.05325732221627,0.4932447941835349
MYS_04_04,6,1,101.75,2.75,4,4,True,K4_C3,April–October mode,Jun,659.0388778305041,0.1188687959736476,78.33915790753586,140.6703829563315,0.5568987320654042
MYS_04_04,7,1,101.75,2.75,4,4,True,K4_C3,April–October mode,Jul,659.0388778305041,0.1056946639096819,69.65689269570905,157.389132142348,0.44257752582757126
MYS_04_04,8,1,101.75,2.75,4,4,True,K4_C3,April–October mode,Aug,659.0388778305041,0.1309179607663566,86.28002595131761,185.06412317962798,0.4662169223776129
MYS_04_04,9,1,101.75,2.75,4,4,True,K4_C3,April–October mode,Sep,659.0388778305041,0.1376209669856309,90.69756764815904,201.3647585487214,0.45041430437895724
MYS_04_04,10,1,101.75,2.75,4,4,True,K4_C2,May–June southwest mode,Oct,972.2870167990944,0.1288721738103939,125.30074142252226,263.238471279649,0.47599707145165027
MYS_04_04,11,1,101.75,2.75,4,4,True,K4_C4,November northern mode,Nov,509.08374769982686,0.2491769875393746,126.85195465709788,315.0090910903916,0.4026929959957816
MYS_04_04,12,1,101.75,2.75,4,4,True,K4_C4,November northern mode,Dec,509.08374769982686,0.3529067798814952,179.65910609074945,306.8402530585464,0.5855134856001756
MYS_04_05,1,1,102.25,2.75,5,4,True,K4_C1,January eastern mode,Jan,401.5552981868863,0.3142285883169263,126.18015448044768,196.92917500330907,0.6407387553333701
MYS_04_05,2,1,102.25,2.75,5,4,True,K4_C1,January eastern mode,Feb,401.5552981868863,0.2053666456716191,82.46606464030764,128.63870824749407,0.6410672632194603
MYS_04_05,3,1,102.25,2.75,5,4,True,K4_C2,May–June southwest mode,Mar,810.7720603848688,0.1381761742726676,112.02938151114941,195.97473088822514,0.5716521768056196
MYS_04_05,4,1,102.25,2.75,5,4,True,K4_C2,May–June southwest mode,Apr,810.7720603848688,0.1771518265910075,143.62975144613415,187.52189078668886,0.7659359173671986
MYS_04_05,5,1,102.25,2.75,5,4,True,K4_C3,April–October mode,May,660.7517202816197,0.1287233906059157,85.05420178334168,182.42488266078232,0.4662423269390247
MYS_04_05,6,1,102.25,2.75,5,4,True,K4_C3,April–October mode,Jun,660.7517202816197,0.1188687959736476,78.54276142739252,137.54672226980185,0.5710260494127125
MYS_04_05,7,1,102.25,2.75,5,4,True,K4_C3,April–October mode,Jul,660.7517202816197,0.1056946639096819,69.83793100290993,150.6685823259734,0.46352019727520016
MYS_04_05,8,1,102.25,2.75,5,4,True,K4_C3,April–October mode,Aug,660.7517202816197,0.1309179607663566,86.50426779213171,176.5233826224527,0.49004424517032175
MYS_04_05,9,1,102.25,2.75,5,4,True,K4_C3,April–October mode,Sep,660.7517202816197,0.1376209669856309,90.9332906825756,189.25996994221185,0.480467637770105
MYS_04_05,10,1,102.25,2.75,5,4,True,K4_C2,May–June southwest mode,Oct,810.7720603848688,0.1288721738103939,104.48595788652999,247.98516053495442,0.42133955782326865
MYS_04_05,11,1,102.25,2.75,5,4,True,K4_C4,November northern mode,Nov,563.9287515496549,0.2491769875393746,140.51806749798342,310.92147683888146,0.45194069231441175
MYS_04_05,12,1,102.25,2.75,5,4,True,K4_C4,November northern mode,Dec,563.9287515496549,0.3529067798814952,199.01427979198044,332.61314828225323,0.5983355763888754
MYS_04_06,1,1,102.75,2.75,6,4,True,K4_C1,January eastern mode,Jan,473.91632184654384,0.3142285883169263,148.91805679418957,231.18740961914628,0.6441443201405921
MYS_04_06,2,1,102.75,2.75,6,4,True,K4_C1,January eastern mode,Feb,473.91632184654384,0.2053666456716191,97.32660534665617,139.5137811080127,0.6976128420697388
MYS_04_06,3,1,102.75,2.75,6,4,True,K4_C2,May–June southwest mode,Mar,678.3478416405056,0.1381761742726676,93.73150958400643,190.24859353506702,0.4926791196841602
MYS_04_06,4,1,102.75,2.75,6,4,True,K4_C2,May–June southwest mode,Apr,678.3478416405056,0.1771518265910075,120.17055921068308,167.343686149238,0.7181063234349596
MYS_04_06,5,1,102.75,2.75,6,4,True,K4_C3,April–October mode,May,655.4930363438818,0.1287233906059157,84.3772861567512,171.52380029790532,0.4919275692947763
MYS_04_06,6,1,102.75,2.75,6,4,True,K4_C3,April–October mode,Jun,655.4930363438818,0.1188687959736476,77.91766799930767,135.81318541170882,0.5737121013921096
MYS_04_06,7,1,102.75,2.75,6,4,True,K4_C3,April–October mode,Jul,655.4930363438818,0.1056946639096819,69.28211617150349,146.88010730918714,0.47169162278498683
MYS_04_06,8,1,102.75,2.75,6,4,True,K4_C3,April–October mode,Aug,655.4930363438818,0.1309179607663566,85.81581161468827,171.04280649334072,0.5017212554801559
MYS_04_06,9,1,102.75,2.75,6,4,True,K4_C3,April–October mode,Sep,655.4930363438818,0.1376209669856309,90.20958551399231,180.66710992931704,0.4993138239123064
MYS_04_06,10,1,102.75,2.75,6,4,True,K4_C3,April–October mode,Oct,655.4930363438818,0.1386202479765914,90.86460724491774,239.13829268579838,0.3799667808296345
MYS_04_06,11,1,102.75,2.75,6,4,True,K4_C4,November northern mode,Nov,660.7700347905783,0.2491769875393746,164.64868672540405,320.60910121040223,0.5135496344420742
MYS_04_06,12,1,102.75,2.75,6,4,True,K4_C4,November northern mode,Dec,660.7700347905783,0.3529067798814952,233.19022522012654,374.5593608723847,0.6225721463134819
MYS_04_07,1,1,103.25,2.75,7,4,True,K4_C1,January eastern mode,Jan,547.2392315921261,0.3142285883169263,171.95821121483328,270.67662361846897,0.6352902179584455
MYS_04_07,2,1,103.25,2.75,7,4,True,K4_C1,January eastern mode,Feb,547.2392315921261,0.2053666456716191,112.38468537198926,151.8088273248548,0.7403040215276675
MYS_04_07,3,1,103.25,2.75,7,4,True,K4_C2,May–June southwest mode,Mar,584.8965040575118,0.1381761742726676,80.81876127612479,191.33333654462444,0.4223976999286558
MYS_04_07,4,1,103.25,2.75,7,4,True,K4_C2,May–June southwest mode,Apr,584.8965040575118,0.1771518265910075,103.61548406048286,153.99898366746663,0.6728322589727088
MYS_04_07,5,1,103.25,2.75,7,4,True,K4_C3,April–October mode,May,647.0960943217834,0.1287233906059157,83.2964033089454,164.7114232944875,0.505711150100499
MYS_04_07,6,1,103.25,2.75,7,4,True,K4_C3,April–October mode,Jun,647.0960943217834,0.1188687959736476,76.9195336112803,136.1483202794338,0.5649686566342424
MYS_04_07,7,1,103.25,2.75,7,4,True,K4_C3,April–October mode,Jul,647.0960943217834,0.1056946639096819,68.39460420660872,146.95372643160687,0.46541592287174816
MYS_04_07,8,1,103.25,2.75,7,4,True,K4_C3,April–October mode,Aug,647.0960943217834,0.1309179607663566,84.71650108848182,169.75989411057458,0.49903719328018076
MYS_04_07,9,1,103.25,2.75,7,4,True,K4_C3,April–October mode,Sep,647.0960943217834,0.1376209669856309,89.05399023318886,176.99144921027565,0.5031541954740864
MYS_04_07,10,1,103.25,2.75,7,4,True,K4_C3,April–October mode,Oct,647.0960943217834,0.1386202479765914,89.70062105956939,238.40780732151885,0.37624867267286405
MYS_04_07,11,1,103.25,2.75,7,4,True,K4_C4,November northern mode,Nov,799.0822640841396,0.2491769875393746,199.11291136062889,345.313473359309,0.5766149505363956
MYS_04_07,12,1,103.25,2.75,7,4,True,K4_C4,November northern mode,Dec,799.0822640841396,0.3529067798814952,282.0015486783483,432.2102288929386,0.652463847051158
MYS_04_08,1,1,103.75,2.75,8,4,True,K4_C1,January eastern mode,Jan,576.451789579391,0.3142285883169263,181.13763207229786,282.2725932411639,0.6417117226734802
MYS_04_08,2,1,103.75,2.75,8,4,True,K4_C1,January eastern mode,Feb,576.451789579391,0.2053666456716191,118.38397041732152,156.7600639910535,0.7551921541960959
MYS_04_08,3,1,103.75,2.75,8,4,True,K4_C1,January eastern mode,Mar,576.451789579391,0.1312479940516269,75.65814104976559,188.27051098455007,0.4018586907429931
MYS_04_08,4,1,103.75,2.75,8,4,True,K4_C2,May–June southwest mode,Apr,527.2063504371299,0.1771518265910075,93.39556797031638,146.03823242000263,0.63952820040791
MYS_04_08,5,1,103.75,2.75,8,4,True,K4_C3,April–October mode,May,670.0782077545325,0.1287233906059157,86.25473887329862,162.83630939260195,0.5297021235315309
MYS_04_08,6,1,103.75,2.75,8,4,True,K4_C3,April–October mode,Jun,670.0782077545325,0.1188687959736476,79.65138976396098,137.88401204059494,0.5776695106645905
MYS_04_08,7,1,103.75,2.75,8,4,True,K4_C3,April–October mode,Jul,670.0782077545325,0.1056946639096819,70.82369096181732,146.98904190701498,0.48182973399214524
MYS_04_08,8,1,103.75,2.75,8,4,True,K4_C3,April–October mode,Aug,670.0782077545325,0.1309179607663566,87.72527251319843,169.7139150660198,0.5169008827536195
MYS_04_08,9,1,103.75,2.75,8,4,True,K4_C3,April–October mode,Sep,670.0782077545325,0.1376209669856309,92.21681090717723,175.73146610667777,0.5247598108081396
MYS_04_08,10,1,103.75,2.75,8,4,True,K4_C3,April–October mode,Oct,670.0782077545325,0.1386202479765914,92.88640732264322,236.08664551892383,0.39344202260350974
MYS_04_08,11,1,103.75,2.75,8,4,True,K4_C4,November northern mode,Nov,818.3258206088847,0.2491769875393746,203.90796280500854,345.7868954063821,0.5896925693652099
MYS_04_08,12,1,103.75,2.75,8,4,True,K4_C4,November northern mode,Dec,818.3258206088847,0.3529067798814952,288.7927302449636,443.6924823049512,0.6508848848299292
MYS_04_09,1,1,104.25,2.75,9,4,True,K4_C1,January eastern mode,Jan,551.9117093681801,0.3142285883169263,173.42643731034494,261.44309731409385,0.6633429571942111
MYS_04_09,2,1,104.25,2.75,9,4,True,K4_C1,January eastern mode,Feb,551.9117093681801,0.2053666456716191,113.34425645983268,152.60924047765852,0.742709000484318
MYS_04_09,3,1,104.25,2.75,9,4,True,K4_C1,January eastern mode,Mar,551.9117093681801,0.1312479940516269,72.43730474817815,180.07651917086346,0.40225846813179944
MYS_04_09,4,1,104.25,2.75,9,4,True,K4_C2,May–June southwest mode,Apr,509.8005226973789,0.1771518265910075,90.31209379289105,143.9457717888065,0.6274035886611148
MYS_04_09,5,1,104.25,2.75,9,4,True,K4_C3,April–October mode,May,728.3703748594427,0.1287233906059157,93.75830426880928,166.46358594901213,0.5632361199855895
MYS_04_09,6,1,104.25,2.75,9,4,True,K4_C3,April–October mode,Jun,728.3703748594427,0.1188687959736476,86.58050948241632,141.0887350035441,0.613659974201636
MYS_04_09,7,1,104.25,2.75,9,4,True,K4_C3,April–October mode,Jul,728.3703748594427,0.1056946639096819,76.98486197253781,147.00847939585324,0.5236763368270673
MYS_04_09,8,1,104.25,2.75,9,4,True,K4_C3,April–October mode,Aug,728.3703748594427,0.1309179607663566,95.35676415922495,171.0824508094404,0.557373147906548
MYS_04_09,9,1,104.25,2.75,9,4,True,K4_C3,April–October mode,Sep,728.3703748594427,0.1376209669856309,100.23903531184295,177.28662401508694,0.5654066451359168
MYS_04_09,10,1,104.25,2.75,9,4,True,K4_C3,April–October mode,Oct,728.3703748594427,0.1386202479765914,100.96688198181877,232.1214436149914,0.43497438413870826
MYS_04_09,11,1,104.25,2.75,9,4,True,K4_C4,November northern mode,Nov,705.7276595931945,0.2491769875393746,175.85109224064541,319.38286918471937,0.5505965072251248
MYS_04_09,12,1,104.25,2.75,9,4,True,K4_C4,November northern mode,Dec,705.7276595931945,0.3529067798814952,249.0560758203383,403.301449794125,0.617543219711893
MYS_04_23,1,1,111.25,2.75,23,4,True,K4_C1,January eastern mode,Jan,1355.705554873041,0.3142285883169263,426.0014426811709,478.4036870542556,0.8904643802062884
MYS_04_23,2,1,111.25,2.75,23,4,True,K4_C1,January eastern mode,Feb,1355.705554873041,0.2053666456716191,278.41670232265756,333.38393762645717,0.8351233244914513
MYS_04_23,3,1,111.25,2.75,23,4,True,K4_C1,January eastern mode,Mar,1355.705554873041,0.1312479940516269,177.9336346017344,327.40198463033926,0.5434714600237823
MYS_04_23,4,1,111.25,2.75,23,4,True,K4_C2,May–June southwest mode,Apr,858.3359123014095,0.1771518265910075,152.05577469285353,251.54090832418237,0.6044971997035417
MYS_04_23,5,1,111.25,2.75,23,4,True,K4_C3,April–October mode,May,922.6130637634908,0.1287233906059157,118.76188178494843,238.99288250812657,0.4969264378863254
MYS_04_23,6,1,111.25,2.75,23,4,True,K4_C3,April–October mode,Jun,922.6130637634908,0.1188687959736476,109.66990403912432,202.08325086038528,0.5426966538404153
MYS_04_23,7,1,111.25,2.75,23,4,True,K4_C3,April–October mode,Jul,922.6130637634908,0.1056946639096819,97.51527769316407,189.3823039060876,0.5149123000505935
