region_id,month,replication_split
MYS_02_28,1,train
MYS_02_28,2,train
MYS_02_28,3,test
MYS_02_28,4,test
MYS_02_28,5,train
MYS_02_28,6,validation
MYS_02_28,7,validation
MYS_02_28,8,train
MYS_02_28,9,train
MYS_02_28,10,train
MYS_02_28,11,train
MYS_02_28,12,train
MYS_02_29,1,train
MYS_02_29,2,train
MYS_02_29,3,train
MYS_02_29,4,train
MYS_02_29,5,validation
MYS_02_29,6,train
MYS_02_29,7,train
MYS_02_29,8,test
MYS_02_29,9,train
MYS_02_29,10,test
MYS_02_29,11,train
MYS_02_29,12,validation
MYS_02_30,1,train
MYS_02_30,2,train
MYS_02_30,3,train
MYS_02_30,4,train
MYS_02_30,5,test
MYS_02_30,6,train
MYS_02_30,7,validation
MYS_02_30,8,train
MYS_02_30,9,validation
MYS_02_30,10,test
MYS_02_30,11,train
MYS_02_30,12,train
MYS_03_04,1,train
MYS_03_04,2,train
MYS_03_04,3,test
MYS_03_04,4,train
MYS_03_04,5,train
MYS_03_04,6,train
MYS_03_04,7,test
MYS_03_04,8,validation
MYS_03_04,9,train
MYS_03_04,10,validation
MYS_03_04,11,train
MYS_03_04,12,train
MYS_03_05,1,train
MYS_03_05,2,validation
MYS_03_05,3,train
MYS_03_05,4,train
MYS_03_05,5,validation
MYS_03_05,6,train
MYS_03_05,7,train
MYS_03_05,8,train
MYS_03_05,9,test
MYS_03_05,10,test
MYS_03_05,11,train
MYS_03_05,12,train
MYS_03_06,1,train
MYS_03_06,2,validation
MYS_03_06,3,train
MYS_03_06,4,test
MYS_03_06,5,train
MYS_03_06,6,train
MYS_03_06,7,train
MYS_03_06,8,train
MYS_03_06,9,validation
MYS_03_06,10,train
MYS_03_06,11,test
MYS_03_06,12,train
MYS_03_07,1,train
MYS_03_07,2,train
MYS_03_07,3,train
MYS_03_07,4,train
MYS_03_07,5,train
MYS_03_07,6,validation
MYS_03_07,7,train
MYS_03_07,8,train
MYS_03_07,9,validation
MYS_03_07,10,test
MYS_03_07,11,train
MYS_03_07,12,test
MYS_03_08,1,train
MYS_03_08,2,train
MYS_03_08,3,validation
MYS_03_08,4,test
MYS_03_08,5,train
MYS_03_08,6,train
MYS_03_08,7,test
MYS_03_08,8,train
MYS_03_08,9,train
MYS_03_08,10,train
MYS_03_08,11,train
MYS_03_08,12,validation
MYS_03_09,1,train
MYS_03_09,2,validation
MYS_03_09,3,train
MYS_03_09,4,train
MYS_03_09,5,train
MYS_03_09,6,test
MYS_03_09,7,validation
MYS_03_09,8,train
MYS_03_09,9,train
MYS_03_09,10,train
MYS_03_09,11,test
MYS_03_09,12,train
MYS_03_23,1,test
MYS_03_23,2,train
MYS_03_23,3,train
MYS_03_23,4,train
MYS_03_23,5,test
MYS_03_23,6,validation
MYS_03_23,7,train
MYS_03_23,8,validation
MYS_03_23,9,train
MYS_03_23,10,train
MYS_03_23,11,train
MYS_03_23,12,train
MYS_03_24,1,test
MYS_03_24,2,validation
MYS_03_24,3,train
MYS_03_24,4,validation
MYS_03_24,5,train
MYS_03_24,6,train
MYS_03_24,7,train
MYS_03_24,8,train
MYS_03_24,9,train
MYS_03_24,10,train
MYS_03_24,11,train
MYS_03_24,12,test
MYS_03_25,1,validation
MYS_03_25,2,train
MYS_03_25,3,train
MYS_03_25,4,test
MYS_03_25,5,test
MYS_03_25,6,train
MYS_03_25,7,validation
MYS_03_25,8,train
MYS_03_25,9,train
MYS_03_25,10,train
MYS_03_25,11,train
MYS_03_25,12,train
MYS_03_26,1,train
MYS_03_26,2,validation
MYS_03_26,3,train
MYS_03_26,4,test
MYS_03_26,5,train
MYS_03_26,6,train
MYS_03_26,7,validation
MYS_03_26,8,train
MYS_03_26,9,test
MYS_03_26,10,train
MYS_03_26,11,train
MYS_03_26,12,train
MYS_03_27,1,train
MYS_03_27,2,validation
MYS_03_27,3,train
MYS_03_27,4,train
MYS_03_27,5,train
MYS_03_27,6,train
MYS_03_27,7,validation
MYS_03_27,8,train
MYS_03_27,9,train
MYS_03_27,10,test
MYS_03_27,11,train
MYS_03_27,12,test
MYS_03_28,1,train
MYS_03_28,2,train
MYS_03_28,3,train
MYS_03_28,4,train
MYS_03_28,5,train
MYS_03_28,6,train
MYS_03_28,7,test
MYS_03_28,8,train
MYS_03_28,9,train
MYS_03_28,10,test
MYS_03_28,11,validation
MYS_03_28,12,validation
MYS_03_29,1,train
MYS_03_29,2,train
MYS_03_29,3,train
MYS_03_29,4,train
MYS_03_29,5,validation
MYS_03_29,6,train
MYS_03_29,7,test
MYS_03_29,8,train
MYS_03_29,9,train
MYS_03_29,10,test
MYS_03_29,11,train
MYS_03_29,12,validation
MYS_03_30,1,validation
MYS_03_30,2,train
MYS_03_30,3,train
MYS_03_30,4,train
MYS_03_30,5,train
MYS_03_30,6,validation
MYS_03_30,7,test
MYS_03_30,8,test
MYS_03_30,9,train
MYS_03_30,10,train
MYS_03_30,11,train
MYS_03_30,12,train
MYS_03_31,1,train
MYS_03_31,2,train
MYS_03_31,3,train
MYS_03_31,4,train
MYS_03_31,5,validation
MYS_03_31,6,train
MYS_03_31,7,test
MYS_03_31,8,validation
MYS_03_31,9,train
MYS_03_31,10,train
MYS_03_31,11,train
MYS_03_31,12,test
MYS_04_03,1,test
MYS_04_03,2,train
MYS_04_03,3,train
MYS_04_03,4,train
MYS_04_03,5,validation
MYS_04_03,6,train
MYS_04_03,7,train
MYS_04_03,8,train
MYS_04_03,9,test
MYS_04_03,10,train
MYS_04_03,11,train
MYS_04_03,12,validation
MYS_04_04,1,train
MYS_04_04,2,train
MYS_04_04,3,test
MYS_04_04,4,validation
MYS_04_04,5,train
MYS_04_04,6,train
MYS_04_04,7,train
MYS_04_04,8,train
MYS_04_04,9,validation
MYS_04_04,10,test
MYS_04_04,11,train
MYS_04_04,12,train
MYS_04_05,1,train
MYS_04_05,2,test
MYS_04_05,3,train
MYS_04_05,4,train
MYS_04_05,5,validation
MYS_04_05,6,validation
MYS_04_05,7,train
MYS_04_05,8,train
MYS_04_05,9,train
MYS_04_05,10,test
MYS_04_05,11,train
MYS_04_05,12,train
MYS_04_06,1,train
MYS_04_06,2,train
MYS_04_06,3,train
MYS_04_06,4,test
MYS_04_06,5,validation
MYS_04_06,6,train
MYS_04_06,7,train
MYS_04_06,8,train
MYS_04_06,9,test
MYS_04_06,10,validation
MYS_04_06,11,train
MYS_04_06,12,train
MYS_04_07,1,test
MYS_04_07,2,train
MYS_04_07,3,train
MYS_04_07,4,validation
MYS_04_07,5,train
MYS_04_07,6,train
MYS_04_07,7,train
MYS_04_07,8,validation
MYS_04_07,9,train
MYS_04_07,10,test
MYS_04_07,11,train
MYS_04_07,12,train
MYS_04_08,1,train
MYS_04_08,2,train
MYS_04_08,3,train
MYS_04_08,4,train
MYS_04_08,5,validation
MYS_04_08,6,train
MYS_04_08,7,train
MYS_04_08,8,train
MYS_04_08,9,validation
MYS_04_08,10,test
MYS_04_08,11,train
MYS_04_08,12,test
MYS_04_09,1,train
MYS_04_09,2,test
MYS_04_09,3,train
MYS_04_09,4,train
MYS_04_09,5,train
MYS_04_09,6,train
MYS_04_09,7,train
MYS_04_09,8,test
MYS_04_09,9,validation
MYS_04_09,10,train
MYS_04_09,11,train
MYS_04_09,12,validation
MYS_04_23,1,train
MYS_04_23,2,validation
MYS_04_23,3,test
MYS_04_23,4,train
MYS_04_23,5,train
MYS_04_23,6,train
MYS_04_23,7,train
MYS_04_23,8,validation
MYS_04_23,9,test
MYS_04_23,10,train
MYS_04_23,11,train
MYS_04_23,12,train
MYS_04_24,1,train
MYS_04_24,2,train
MYS_04_24,3,train
MYS_04_24,4,train
MYS_04_24,5,validation
MYS_04_24,6,train
MYS_04_24,7,validation
MYS_04_24,8,train
MYS_04_24,9,test
MYS_04_24,10,test
MYS_04_24,11,train
MYS_04_24,12,train
MYS_04_25,1,train
MYS_04_25,2,train
MYS_04_25,3,train
MYS_04_25,4,train
MYS_04_25,5,train
MYS_04_25,6,train
MYS_04_25,7,train
MYS_04_25,8,validation
MYS_04_25,9,train
MYS_04_25,10,test
MYS_04_25,11,test
MYS_04_25,12,validation
MYS_04_26,1,test
MYS_04_26,2,validation
MYS_04_26,3,train
MYS_04_26,4,train
MYS_04_26,5,validation
MYS_04_26,6,train
MYS_04_26,7,train
MYS_04_26,8,train
MYS_04_26,9,train
MYS_04_26,10,train
MYS_04_26,11,train
MYS_04_26,12,test
MYS_04_27,1,train
MYS_04_27,2,train
MYS_04_27,3,train
MYS_04_27,4,train
MYS_04_27,5,test
MYS_04_27,6,train
MYS_04_27,7,test
MYS_04_27,8,validation
MYS_04_27,9,train
MYS_04_27,10,validation
MYS_04_27,11,train
MYS_04_27,12,train
MYS_04_28,1,validation
MYS_04_28,2,train
MYS_04_28,3,train
MYS_04_28,4,train
MYS_04_28,5,train
MYS_04_28,6,test
MYS_04_28,7,test
MYS_04_28,8,train
MYS_04_28,9,train
MYS_04_28,10,validation
MYS_04_28,11,train
MYS_04_28,12,train
MYS_04_29,1,test
MYS_04_29,2,train
MYS_04_29,3,train
MYS_04_29,4,train
MYS_04_29,5,train
MYS_04_29,6,train
MYS_04_29,7,test
MYS_04_29,8,train
MYS_04_29,9,validation
MYS_04_29,10,train
MYS_04_29,11,validation
MYS_04_29,12,train
MYS_04_30,1,validation
MYS_04_30,2,train
MYS_04_30,3,test
MYS_04_30,4,train
MYS_04_30,5,train
MYS_04_30,6,train
MYS_04_30,7,train
MYS_04_30,8,validation
MYS_04_30,9,train
MYS_04_30,10,train
MYS_04_30,11,train
MYS_04_30,12,test
MYS_04_31,1,train
MYS_04_31,2,validation
MYS_04_31,3,train
MYS_04_31,4,train
MYS_04_31,5,train
MYS_04_31,6,test
MYS_04_31,7,train
MYS_04_31,8,train
MYS_04_31,9,train
MYS_04_31,10,train
MYS_04_31,11,validation
MYS_04_31,12,test
MYS_05_03,1,train
MYS_05_03,2,train
MYS_05_03,3,train
MYS_05_03,4,validation
MYS_05_03,5,train
MYS_05_03,6,train
MYS_05_03,7,validation
MYS_05_03,8,test
MYS_05_03,9,train
MYS_05_03,10,test
MYS_05_03,11,train
MYS_05_03,12,train
MYS_05_04,1,test
MYS_05_04,2,train
MYS_05_04,3,validation
MYS_05_04,4,validation
MYS_05_04,5,train
MYS_05_04,6,train
MYS_05_04,7,train
MYS_05_04,8,train
MYS_05_04,9,test
MYS_05_04,10,train
MYS_05_04,11,train
MYS_05_04,12,train
MYS_05_05,1,test
MYS_05_05,2,train
MYS_05_05,3,train
MYS_05_05,4,train
MYS_05_05,5,validation
MYS_05_05,6,train
MYS_05_05,7,train
MYS_05_05,8,test
MYS_05_05,9,train
MYS_05_05,10,train
MYS_05_05,11,train
MYS_05_05,12,validation
MYS_05_06,1,test
MYS_05_06,2,train
MYS_05_06,3,train
MYS_05_06,4,train
MYS_05_06,5,test
MYS_05_06,6,train
MYS_05_06,7,validation
MYS_05_06,8,train
MYS_05_06,9,train
MYS_05_06,10,train
MYS_05_06,11,validation
MYS_05_06,12,train
MYS_05_07,1,train
MYS_05_07,2,test
MYS_05_07,3,train
MYS_05_07,4,validation
MYS_05_07,5,train
MYS_05_07,6,train
MYS_05_07,7,train
MYS_05_07,8,train
MYS_05_07,9,train
MYS_05_07,10,test
MYS_05_07,11,train
MYS_05_07,12,validation
MYS_05_25,1,train
MYS_05_25,2,train
MYS_05_25,3,validation
MYS_05_25,4,train
MYS_05_25,5,validation
MYS_05_25,6,train
MYS_05_25,7,train
MYS_05_25,8,train
MYS_05_25,9,test
MYS_05_25,10,train
MYS_05_25,11,test
MYS_05_25,12,train
MYS_05_26,1,train
MYS_05_26,2,train
MYS_05_26,3,train
MYS_05_26,4,validation
MYS_05_26,5,validation
MYS_05_26,6,test
MYS_05_26,7,train
MYS_05_26,8,train
MYS_05_26,9,train
MYS_05_26,10,train
MYS_05_26,11,test
MYS_05_26,12,train
MYS_05_27,1,train
MYS_05_27,2,train
MYS_05_27,3,train
MYS_05_27,4,test
MYS_05_27,5,train
MYS_05_27,6,validation
MYS_05_27,7,test
MYS_05_27,8,train
MYS_05_27,9,train
MYS_05_27,10,train
MYS_05_27,11,train
MYS_05_27,12,validation
MYS_05_28,1,train
MYS_05_28,2,train
MYS_05_28,3,validation
MYS_05_28,4,train
MYS_05_28,5,train
MYS_05_28,6,test
MYS_05_28,7,test
MYS_05_28,8,train
MYS_05_28,9,train
MYS_05_28,10,validation
MYS_05_28,11,train
MYS_05_28,12,train
MYS_05_29,1,train
MYS_05_29,2,train
MYS_05_29,3,train
MYS_05_29,4,train
MYS_05_29,5,train
MYS_05_29,6,validation
MYS_05_29,7,train
MYS_05_29,8,train
MYS_05_29,9,test
MYS_05_29,10,test
MYS_05_29,11,train
MYS_05_29,12,validation
MYS_05_30,1,train
MYS_05_30,2,train
MYS_05_30,3,train
MYS_05_30,4,train
MYS_05_30,5,validation
MYS_05_30,6,test
MYS_05_30,7,validation
MYS_05_30,8,train
MYS_05_30,9,train
MYS_05_30,10,train
MYS_05_30,11,test
MYS_05_30,12,train
MYS_05_31,1,train
MYS_05_31,2,train
MYS_05_31,3,train
MYS_05_31,4,test
MYS_05_31,5,train
MYS_05_31,6,validation
MYS_05_31,7,train
MYS_05_31,8,train
MYS_05_31,9,test
MYS_05_31,10,train
MYS_05_31,11,train
MYS_05_31,12,validation
MYS_05_32,1,train
MYS_05_32,2,train
MYS_05_32,3,train
MYS_05_32,4,train
MYS_05_32,5,test
MYS_05_32,6,validation
MYS_05_32,7,test
MYS_05_32,8,train
MYS_05_32,9,train
MYS_05_32,10,train
MYS_05_32,11,train
MYS_05_32,12,validation
MYS_06_02,1,train
MYS_06_02,2,train
MYS_06_02,3,train
MYS_06_02,4,test
MYS_06_02,5,train
MYS_06_02,6,validation
MYS_06_02,7,train
MYS_06_02,8,test
MYS_06_02,9,train
MYS_06_02,10,validation
MYS_06_02,11,train
MYS_06_02,12,train
MYS_06_03,1,train
MYS_06_03,2,train
MYS_06_03,3,train
MYS_06_03,4,train
MYS_06_03,5,train
MYS_06_03,6,validation
MYS_06_03,7,train
MYS_06_03,8,train
MYS_06_03,9,test
MYS_06_03,10,train
MYS_06_03,11,validation
MYS_06_03,12,test
MYS_06_04,1,train
MYS_06_04,2,train
MYS_06_04,3,validation
MYS_06_04,4,train
MYS_06_04,5,train
MYS_06_04,6,train
MYS_06_04,7,test
MYS_06_04,8,train
MYS_06_04,9,train
MYS_06_04,10,test
MYS_06_04,11,validation
MYS_06_04,12,train
MYS_06_05,1,train
MYS_06_05,2,validation
MYS_06_05,3,train
MYS_06_05,4,train
MYS_06_05,5,test
MYS_06_05,6,test
MYS_06_05,7,train
MYS_06_05,8,validation
MYS_06_05,9,train
MYS_06_05,10,train
MYS_06_05,11,train
MYS_06_05,12,train
MYS_06_06,1,train
MYS_06_06,2,validation
MYS_06_06,3,train
MYS_06_06,4,validation
MYS_06_06,5,train
MYS_06_06,6,train
MYS_06_06,7,train
MYS_06_06,8,test
MYS_06_06,9,train
MYS_06_06,10,train
MYS_06_06,11,test
MYS_06_06,12,train
MYS_06_07,1,validation
MYS_06_07,2,train
MYS_06_07,3,train
MYS_06_07,4,train
MYS_06_07,5,train
MYS_06_07,6,train
MYS_06_07,7,test
MYS_06_07,8,train
MYS_06_07,9,test
MYS_06_07,10,train
MYS_06_07,11,train
MYS_06_07,12,validation
MYS_06_27,1,train
MYS_06_27,2,train
MYS_06_27,3,test
MYS_06_27,4,train
MYS_06_27,5,validation
MYS_06_27,6,train
MYS_06_27,7,train
MYS_06_27,8,train
MYS_06_27,9,test
MYS_06_27,10,train
MYS_06_27,11,train
MYS_06_27,12,validation
MYS_06_28,1,train
MYS_06_28,2,train
MYS_06_28,3,validation
MYS_06_28,4,test
MYS_06_28,5,train
MYS_06_28,6,train
MYS_06_28,7,validation
MYS_06_28,8,train
MYS_06_28,9,train
MYS_06_28,10,train
MYS_06_28,11,test
MYS_06_28,12,train
MYS_06_29,1,train
MYS_06_29,2,train
MYS_06_29,3,train
MYS_06_29,4,train
MYS_06_29,5,test
MYS_06_29,6,train
MYS_06_29,7,validation
MYS_06_29,8,train
MYS_06_29,9,validation
MYS_06_29,10,train
MYS_06_29,11,train
MYS_06_29,12,test
MYS_06_30,1,test
MYS_06_30,2,validation
MYS_06_30,3,train
MYS_06_30,4,train
MYS_06_30,5,train
MYS_06_30,6,train
MYS_06_30,7,test
MYS_06_30,8,train
MYS_06_30,9,train
MYS_06_30,10,train
MYS_06_30,11,validation
MYS_06_30,12,train
MYS_06_31,1,test
MYS_06_31,2,train
MYS_06_31,3,test
MYS_06_31,4,train
MYS_06_31,5,train
MYS_06_31,6,train
MYS_06_31,7,validation
MYS_06_31,8,validation
MYS_06_31,9,train
MYS_06_31,10,train
MYS_06_31,11,train
MYS_06_31,12,train
MYS_06_32,1,validation
MYS_06_32,2,test
MYS_06_32,3,train
MYS_06_32,4,train
MYS_06_32,5,train
MYS_06_32,6,train
MYS_06_32,7,train
MYS_06_32,8,test
MYS_06_32,9,train
MYS_06_32,10,train
MYS_06_32,11,validation
MYS_06_32,12,train
MYS_07_02,1,train
MYS_07_02,2,train
MYS_07_02,3,train
MYS_07_02,4,train
MYS_07_02,5,test
MYS_07_02,6,test
MYS_07_02,7,train
MYS_07_02,8,train
MYS_07_02,9,validation
MYS_07_02,10,train
MYS_07_02,11,train
MYS_07_02,12,validation
MYS_07_03,1,test
MYS_07_03,2,train
MYS_07_03,3,train
MYS_07_03,4,test
MYS_07_03,5,train
MYS_07_03,6,train
MYS_07_03,7,train
MYS_07_03,8,validation
MYS_07_03,9,validation
MYS_07_03,10,train
MYS_07_03,11,train
MYS_07_03,12,train
MYS_07_04,1,train
MYS_07_04,2,train
MYS_07_04,3,train
MYS_07_04,4,validation
MYS_07_04,5,test
MYS_07_04,6,train
MYS_07_04,7,train
MYS_07_04,8,train
MYS_07_04,9,train
MYS_07_04,10,validation
MYS_07_04,11,test
MYS_07_04,12,train
MYS_07_05,1,validation
MYS_07_05,2,validation
MYS_07_05,3,test
MYS_07_05,4,train
MYS_07_05,5,train
MYS_07_05,6,train
MYS_07_05,7,test
MYS_07_05,8,train
MYS_07_05,9,train
MYS_07_05,10,train
MYS_07_05,11,train
MYS_07_05,12,train
MYS_07_06,1,train
MYS_07_06,2,train
MYS_07_06,3,train
MYS_07_06,4,train
MYS_07_06,5,validation
MYS_07_06,6,train
MYS_07_06,7,test
MYS_07_06,8,test
MYS_07_06,9,train
MYS_07_06,10,train
MYS_07_06,11,validation
MYS_07_06,12,train
MYS_07_07,1,validation
MYS_07_07,2,train
MYS_07_07,3,validation
MYS_07_07,4,train
MYS_07_07,5,train
MYS_07_07,6,test
MYS_07_07,7,train
MYS_07_07,8,train
MYS_07_07,9,test
MYS_07_07,10,train
MYS_07_07,11,train
MYS_07_07,12,train
MYS_07_28,1,train
MYS_07_28,2,train
MYS_07_28,3,train
MYS_07_28,4,test
MYS_07_28,5,train
MYS_07_28,6,validation
MYS_07_28,7,train
MYS_07_28,8,train
MYS_07_28,9,train
MYS_07_28,10,train
MYS_07_28,11,validation
MYS_07_28,12,test
MYS_07_29,1,train
MYS_07_29,2,train
MYS_07_29,3,test
MYS_07_29,4,train
MYS_07_29,5,validation
MYS_07_29,6,train
MYS_07_29,7,test
MYS_07_29,8,train
